details,title,price,rating_number,average_rating,main_category,categories,store,parent_asin,images,last_category,image_url,brand,color,weight,dimensions,Country of Origin,price_log,price_scaled,category_code,main_category_code,parent_asin_code,country_code,store_code,brand_code,color_code
{},"Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) – Black (2019 Release)",26.99,208437,4.6,Amazon Devices,[],Amazon,B07PHQ93TV,"[{'thumb': 'https://m.media-amazon.com/images/I/4130PL4+ZeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4130PL4+ZeL._AC_.jpg', 'variant': 'LEFT', 'hi_res': 'https://m.media-amazon.com/images/I/71KH45rQ4XL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41FbIIfrdNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41FbIIfrdNL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71dNZ4zZk4L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61F002bIiJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61F002bIiJL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/710wJnB+DkL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Q1ibTDlqL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Q1ibTDlqL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61VUXfNve+L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51cH65VldpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cH65VldpL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61U3uUr8n8L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61iV2BVE7lL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61iV2BVE7lL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71ZfCLuOUBL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61lZlMDiHNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61lZlMDiHNL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71oFwx4szCL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/512--PhNNJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/512--PhNNJL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71Pmrm3jOeL._AC_SL1000_.jpg'}]",unknown,https://m.media-amazon.com/images/I/71KH45rQ4XL._AC_SL1500_.jpg,unk,unk,unk,unk,unk,3.331847303527362,-0.14501931811244978,321,3,5161,13,21,372,69
"{'Product Dimensions': '6.1 x 4.7 x 4.7 inches', 'Item Weight': '2.7 pounds', 'Item model number': 'DS-4BNE', 'Best Sellers Rank': {'Enclosures': 834}, 'Date First Available': 'December 29, 2022', 'Manufacturer': 'SABRENT', 'Country of Origin': 'Switzerland', 'Hardware Interface': 'USB Type C', 'Brand': 'SABRENT', 'Color': 'Black', 'Item Dimensions LxWxH': '6.1 x 4.7 x 4.7 inches', 'Hardware Platform': 'PC'}","SABRENT 4-Bay External SSDs Docking Station for Rocket XTRM-Q, Rocket Nano, Rocket Pro with USB Type-C, 10Gbps Speeds, Cooling Fan, LED Indicators (DS-4BNE)",129.99,2333,4.4,All Electronics,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Hard Drive Accessories', 'Enclosures']",SABRENT,B0BVH2C84P,"[{'thumb': 'https://m.media-amazon.com/images/I/31RCYLk58mL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RCYLk58mL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61b0joRXc7L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/313rR+0ZWSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/313rR+0ZWSL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61aaDHrNU5L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41GWS93Y3yL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41GWS93Y3yL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/7178O6GN77L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41EHoGKd2GL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41EHoGKd2GL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61wDT0Tn0lL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Qd-xO1KCL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Qd-xO1KCL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61C9ngOCrqL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41OvYH+uasL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41OvYH+uasL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71wMze8L2cL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41x0MKcWzQL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41x0MKcWzQL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71rBVg1U27L._AC_SL1500_.jpg'}]",Enclosures,https://m.media-amazon.com/images/I/61b0joRXc7L._AC_SL1500_.jpg,SABRENT,Black,2.7 pounds,unk,unk,4.875120984409557,1.507360572885858,113,2,6648,13,284,257,4
"{'Brand': 'Generic', 'Item model number': '104859', 'Item Weight': '0.64 ounces', 'Product Dimensions': '1.8 x 1.2 x 0.5 inches', 'Item Dimensions  LxWxH': '1.8 x 1.2 x 0.5 inches', 'Color': 'Black', 'Department': 'HDMI Port Saver', 'Manufacturer': 'Monoprice', 'Country of Origin': 'China', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'March 13, 2009', 'Best Sellers Rank': {'Audio & Video Connectors & Adapters': 2638}, 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More', 'Compatible Devices': 'Television', 'Specific Uses For Product': 'personal', 'Connector Type': 'HDMI', 'Item Dimensions LxWxH': '1.8 x 1.2 x 0.5 inches'}",Monoprice HDMI Right Angle Port Saver Adapter (Male to Female) - 90 Degree - Vertical Flat Left,5.98,350,4.5,Computers,"['Electronics', 'Home Audio', 'Home Audio Accessories', 'Connectors & Adapters']",Generic,B002LJNKNM,"[{'thumb': 'https://m.media-amazon.com/images/I/414v4mgaMPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/414v4mgaMPL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61IvTzG0fsL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41c8iQaQCoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41c8iQaQCoL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51oQ5lgsDML._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Bl4-WTNLL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Bl4-WTNLL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61jQr50NZ4L._AC_SL1200_.jpg'}]",Connectors & Adapters,https://m.media-amazon.com/images/I/61IvTzG0fsL._AC_SL1200_.jpg,Generic,Black,0.64 ounces,unk,China,1.9430489167742813,-1.6320028359094174,90,12,581,1,138,120,4
"{'Item Dimensions LxWxH': '4.72 x 4.72 x 0.98 inches', 'Brand': 'Noctua', 'Power Connector Type': '4-Pin', 'Voltage': '12 Volts', 'Cooling Method': 'Water, Air', 'Compatible Devices': 'Desktop', 'Noise Level': '19.8 dB', 'Material': 'Fibre-glass reinforced PBT', 'Maximum Rotational Speed': '1300 RPM', 'Series': 'NF-P12 PWM', 'Item model number': 'NF-P12-PWM', 'Item Weight': '7 ounces', 'Product Dimensions': '4.72 x 4.72 x 0.98 inches', 'Color': 'Brown', 'Manufacturer': 'Noctua', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 30, 2011', 'Best Sellers Rank': {'Computer Case Fans': 1713}}","Noctua NF-P12 PWM, Premium Quiet Fan, 4-Pin (120mm, Brown)",21.95,966,4.6,Computers,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Fans & Cooling', 'Case Fans']",Noctua,B006I6HMXI,"[{'thumb': 'https://m.media-amazon.com/images/I/51uHGWQUfxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51uHGWQUfxL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91WjXSmPJKL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51tu9UnTJzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51tu9UnTJzL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91il39uWlCL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41hWuLMrz8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41hWuLMrz8L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81IbCT6nM7L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31jjB+fP6cL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31jjB+fP6cL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71XHOnepgwL._AC_SL1500_.jpg'}]",Case Fans,https://m.media-amazon.com/images/I/91WjXSmPJKL._AC_SL1500_.jpg,Noctua,Brown,7 ounces,unk,unk,3.133317936506554,-0.3575842946953992,61,12,1299,13,230,212,15
"{'Product Dimensions': '2.83 x 2.95 x 2.95 inches', 'Item Weight': '8.5 ounces', 'Item model number': 'EF-S10-18 IS STM', 'Best Sellers Rank': {'SLR Camera Lenses': 32}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'May 12, 2014', 'Manufacturer': 'Canon Cameras US', 'Country of Origin': 'Taiwan', 'Brand': 'Canon', 'Lens Type': 'Wide Angle', 'Compatible Mountings': 'Canon EF-S', 'Camera Lens Description': '18 month', 'Maximum Focal Length': '18 Millimeters'}","Canon EF-S 10-18mm f/4.5-5.6 is STM Lens, Lens Only",299.0,2418,4.7,Camera & Photo,"['Electronics', 'Camera & Photo', 'Lenses', 'Camera Lenses', 'SLR Camera Lenses']",Canon,B078TMMDZZ,"[{'thumb': 'https://m.media-amazon.com/images/I/41MTzqg0u1L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MTzqg0u1L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41xxdldcxTL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41xxdldcxTL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41NoJQEhSJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41NoJQEhSJL._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41MTzqg0u1L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MTzqg0u1L._AC_.jpg', 'variant': 'PT03', 'hi_res': None}]",SLR Camera Lenses,,Canon,unk,8.5 ounces,unk,Taiwan,5.703782474656201,2.3946066912447996,242,9,4686,9,74,66,69
"{'Product Dimensions': '9.1 x 3.5 x 3.5 inches', 'Item Weight': '1.8 pounds', 'Item model number': 'JBLCHARGE3REDAM', 'Batteries': '1 CR2 batteries required.', 'Best Sellers Rank': {'Electronics': 10639, 'Portable Bluetooth Speakers': 479}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'May 2, 2016', 'Manufacturer': 'JBL', 'Country of Origin': 'China', 'Brand': 'JBL', 'Model Name': 'FBA_JBLCHARGE3REDAM', 'Speaker Type': 'Outdoor', 'Connectivity Technology': 'Bluetooth', 'Special Feature': 'Ammonia-Free'}",JBL Charge 3 - Waterproof Portable Bluetooth Speaker (Red),79.95,41630,4.7,All Electronics,"['Electronics', 'Portable Audio & Video', 'Portable Speakers & Docks', 'Portable Bluetooth Speakers']",JBL,B08CS391BR,"[{'thumb': 'https://m.media-amazon.com/images/I/41aJpnyl7BL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41aJpnyl7BL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41joX4WcsnL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41joX4WcsnL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51mN7iinmsL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51mN7iinmsL._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/410XXXGNQ-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/410XXXGNQ-L._AC_.jpg', 'variant': 'PT03', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/418e-g1jUQL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/418e-g1jUQL._AC_.jpg', 'variant': 'PT04', 'hi_res': None}]",Portable Bluetooth Speakers,,JBL,unk,1.8 pounds,unk,China,4.393831680123644,0.9920451249479395,212,2,5612,1,160,145,69
"{'Product Dimensions': '7.09 x 5.7 x 3.89 inches', 'Item Weight': '2.88 ounces', 'Item model number': 'BL-5', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Best Sellers Rank': {'Two-Way Radio Batteries': 8}, 'Is Discontinued By Manufacturer': 'No', 'Other display features': 'Wireless', 'Color': 'Black', 'Department': 'Electronics > Portable Audio & Video > CB & Two-Way Radios > Accessories > Batteries', 'Manufacturer': 'BaoFeng', 'Country of Origin': 'China', 'Date First Available': 'August 2, 2012', 'Number of Batteries': '1 Lithium Ion batteries required. (included)', 'Brand': 'BAOFENG', 'Battery Cell Composition': 'Lithium Ion', 'Recommended Uses For Product': 'Radio', 'Unit Count': '1.0 Count'}",Original BaoFeng UV-5R Two-way Radio Battery,9.37,2251,4.7,Cell Phones & Accessories,"['Electronics', 'Portable Audio & Video', 'CB & Two-Way Radios', 'Accessories', 'Batteries']",BAOFENG,B00XK68OIG,"[{'thumb': 'https://m.media-amazon.com/images/I/51f9SgI0WVL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51f9SgI0WVL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41+ULMEaOGL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+ULMEaOGL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41of0CvSOWL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41of0CvSOWL._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41PRsuAi5ZL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41PRsuAi5ZL._AC_.jpg', 'variant': 'PT03', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51IPHuqXBJL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51IPHuqXBJL._AC_.jpg', 'variant': 'PT04', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41kWyWnYn9L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41kWyWnYn9L._AC_.jpg', 'variant': 'PT05', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51A6vxcSPYL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51A6vxcSPYL._AC_.jpg', 'variant': 'PT06', 'hi_res': None}]",Batteries,,BAOFENG,Black,2.88 ounces,unk,China,2.3389170222414357,-1.2081476862592269,17,11,3377,1,41,38,4
"{'Standing screen display size': '1 Inches', 'Brand': 'Monoprice', 'Item model number': '102891', 'Item Weight': '0.16 ounces', 'Product Dimensions': '8.8 x 0.8 x 0.6 inches', 'Item Dimensions  LxWxH': '8.8 x 0.8 x 0.6 inches', 'Color': 'Gold', 'Department': 'HDMI Port Saver', 'Manufacturer': 'Monoprice', 'Country of Origin': 'China', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 10, 2008', 'Best Sellers Rank': {'Audio & Video Connectors & Adapters': 4667}, 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More'}",Monoprice 8inch 28AWG High Speed Male to Female HDMI® Port Saver - Black,6.27,661,4.4,Computers,"['Electronics', 'Home Audio', 'Home Audio Accessories', 'Connectors & Adapters']",Monoprice,B004C4XR00,"[{'thumb': 'https://m.media-amazon.com/images/I/31jH3xKuclL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31jH3xKuclL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51pPT+CZHuL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/417voedWpML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/417voedWpML._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51382ffaNcL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31PB22mJtdL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31PB22mJtdL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/41vts5qQYpL._AC_SL1200_.jpg'}]",Connectors & Adapters,https://m.media-amazon.com/images/I/51pPT+CZHuL._AC_SL1200_.jpg,Monoprice,Gold,0.16 ounces,unk,China,1.9837562915454279,-1.5884175351812122,90,12,916,1,215,196,23
"{'Product Dimensions': '0.35 x 4.72 x 4.8 inches', 'Item Weight': '1.06 ounces', 'Item model number': 'EC-16004', 'Batteries': '4 Lithium Metal batteries required. (included)', 'Best Sellers Rank': {'Electronics': 41077, 'Item Finders': 326}, 'Is Discontinued By Manufacturer': 'No', 'Connectivity technologies': 'Bluetooth', 'Other display features': 'Wireless', 'Human Interface Input': 'Buttons', 'Whats in the box': 'Bluetooth-enabled Tile Mate with replaceable battery x 2, Bluetooth-enabled Tile Slim x 2', 'Manufacturer': 'Tile Inc', 'Date First Available': 'September 22, 2018', 'Brand': 'Tile', 'Supported Application': 'Contacts', 'Item Dimensions LxWxH': '0.35 x 4.72 x 4.8 inches'}","Tile Mate (2018) and Tile Slim (2016) - 4-pack (2 x Mate, 2 x Slim) - Discontinued by Manufacturer",54.95,17879,4.4,Cell Phones & Accessories,"['Electronics', 'GPS, Finders & Accessories', 'Item Finders']",Tile,B07H3W1FD8,"[{'thumb': 'https://m.media-amazon.com/images/I/31FQe4MwXdL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31FQe4MwXdL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61h1Bmu8OrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31FKJCT6HpL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31FKJCT6HpL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/717SQTvRR2L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31lRK2xJmJL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31lRK2xJmJL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71YmDTzpihL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31oJv3ONJiL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31oJv3ONJiL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81nYwfUDw4L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21jagp3bjxL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/21jagp3bjxL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/81PAKod4e8L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31C+gfRtb6L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31C+gfRtb6L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71MsxLM6LjL._AC_SL1500_.jpg'}]",Item Finders,https://m.media-amazon.com/images/I/61h1Bmu8OrL._AC_SL1500_.jpg,Tile,unk,1.06 ounces,unk,unk,4.024458434757935,0.5965579663992462,157,11,4994,13,351,317,69
"{'Standing screen display size': '17 Inches', 'Brand': 'Case Logic', 'Item model number': 'LAPS-117Black', 'Item Weight': '8.8 ounces', 'Product Dimensions': '17.52 x 1.97 x 12.99 inches', 'Item Dimensions  LxWxH': '17.52 x 1.97 x 12.99 inches', 'Color': 'Black', 'Computer Memory Type': 'DDR DRAM', 'Department': 'Unisex-adult', 'Manufacturer': 'Case Logic', 'Country of Origin': 'China', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'February 25, 2011', 'Best Sellers Rank': {'Laptop Sleeves': 740}, 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More', 'Compatible Devices': 'Laptops', 'Form Factor': 'Case', 'Material': 'Ethylene Vinyl Acetate'}","Case Logic Laptop Sleeve 17-17.3"", Black",26.15,8460,4.6,Computers,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Bags, Cases & Sleeves', 'Sleeves']",Case Logic,B07YD1D3XJ,"[{'thumb': 'https://m.media-amazon.com/images/I/41U+A2MfGhL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41U+A2MfGhL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71xW8N5WwwL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41h014Q3ihL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41h014Q3ihL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71cmhPI3PIL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Cz42IJoDL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Cz42IJoDL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81wrKi1ILrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31kO0ccYcDL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31kO0ccYcDL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71uZgnhyZmL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/416CB-LgxiL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/416CB-LgxiL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71yK3F5i5aL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51XgyL5gG4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51XgyL5gG4L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81+u2eEu2BL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51KvoIIuRGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51KvoIIuRGL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/81JhG7Vj7SL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51P8YL4WmfL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51P8YL4WmfL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/71jOfzCqwfL._AC_SL1500_.jpg'}]",Sleeves,https://m.media-amazon.com/images/I/71xW8N5WwwL._AC_SL1500_.jpg,Case Logic,Black,8.8 ounces,unk,China,3.3013770463799443,-0.17764375848725064,255,12,5413,1,76,68,4
"{'Manufacturer': 'Kingston Digital', 'Brand': 'Kingston', 'Item Weight': '0.64 ounces', 'Product Dimensions': '1.53 x 0.42 x 0.18 inches', 'Item model number': 'DTSE9H/8GBZ', 'Is Discontinued By Manufacturer': 'No', 'Color': 'Silver', 'Material Type': 'Cardboard, Plastic', 'Number of Items': '1', 'Size': '8GB', 'Manufacturer Part Number': 'FBA_DTSE9H/8GBZ', 'Best Sellers Rank': {'USB Flash Drives': 6047}, 'Date First Available': 'January 12, 2011', 'Memory Storage Capacity': '8 GB', 'Hardware Interface': 'USB 2.0', 'Write Speed': '1.5', 'Connectivity Technology': 'USB'}",Kingston Digital DataTraveler SE9 8GB USB 2.0 DTSE9H/8GBZ,26.99,13464,4.7,Computers,"['Electronics', 'Computers & Accessories', 'Data Storage', 'USB Flash Drives']",Kingston,B006W8U2MU,"[{'thumb': 'https://m.media-amazon.com/images/I/21F3YgzotLL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21F3YgzotLL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/41G-7thH-zL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21QgY8IJNbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21QgY8IJNbL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/21YIVSrLcoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21YIVSrLcoL._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41qs+IOtU9L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qs+IOtU9L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/613MeYQNrpL._AC_SL1350_.jpg'}]",USB Flash Drives,https://m.media-amazon.com/images/I/41G-7thH-zL._AC_SL1500_.jpg,Kingston,Silver,0.64 ounces,unk,unk,3.331847303527362,-0.14501931811244978,294,12,1331,13,177,161,49
